# 80 127384
0,-7
1,-2
2,-1
3,-1
4,-42
5,-23
6,-2
7,-13
8,-1
9,+1855
10,-33
11,-1
12,-5
13,-3
14,-148
15,-5
16,-885
17,-2
18,-52
19,-406
20,-3
21,-2
22,-1
23,-1
24,-46
25,-1
26,-2
27,-1
28,-62
29,-1
30,-6
31,-14
32,-1
33,-28
34,-14
35,-2
36,-34
37,-34
38,-18
39,-173
40,-38
41,-1
42,-3
43,-6
44,-2
45,-2
46,-87
47,-3
48,-3
49,-35
50,-125
51,-6
52,-2
53,-14
54,-1
55,-6
56,-5
57,-3
58,-30
59,-15
60,-1
61,-195
62,-1
63,-107
64,-4
65,-58
66,-2
67,-3
68,-1
69,-8
70,-3
71,-2
72,-4
73,-16
74,-127
75,-2
76,-5
77,-13
78,-7
79,-1
80,-4865
81,-372
82,-4
83,-1
84,-197
85,-21
86,-159
87,-1
88,-4
89,-2
90,-27
91,-133
92,-1
93,-2
94,-1
95,-64
96,-2
97,-1
98,-18
99,-794
100,-1
101,-5
102,-47
103,-27
104,-1
105,-1
106,-3
107,-1
108,-4
109,-2
110,-1
111,-2
112,-1
113,-7
114,-2135
115,-35
116,-10
117,-38
118,-20
119,-100
120,-1
121,-1
122,-1
123,-62
124,-1
125,-17
126,-1
127,-1
128,-17
129,-21
130,-125
131,-4
132,-41
133,-4
134,-1
135,-1
136,-6
137,-1
138,-220
139,-1
140,-5
141,-6
142,-72
143,-29
144,-2
145,-6
146,-3
147,-9
148,-1
149,-1
150,-1
151,-17
152,-55
153,-20
154,-2
155,-47
156,-4
157,-768
158,-6
159,-5
160,-1
161,-3
162,-6
163,-4
164,-9
165,-124
166,-8
167,-6
168,-2
169,-13
170,-9
171,-1
172,-2
173,-1
174,-1
175,-7
176,-1
177,-4
178,-2
179,-3
180,-2
181,-1
182,-1
183,-8
184,-38
185,-7
186,-8
187,-25
188,-1
189,-1
190,-3
191,-27
192,-1
193,-4
194,-2
195,-2
196,-9
197,-1
198,-1
199,-3
200,-2275
201,-4
202,-1
203,-1
204,-1
205,-1
206,-7
207,-1
208,-7
209,-2
210,-9
211,-23
212,-2
213,-3
214,-11
215,-168
216,-2
217,-15
218,-17
219,+933
220,-1
221,-8
222,-1
223,-457
224,-3
225,-6
226,-1
227,-5
228,-4
229,-2
230,-10
231,-3
232,-1
233,-1
234,-1
235,-19
236,-5
237,-28
238,-3
239,-18
240,-11
241,-4
242,-162
243,-11
244,-2060
245,-405
246,-11
247,-2
248,-8
249,-1
250,-2
251,-1182
252,-115
253,-1
254,-149
255,-2
256,-26
257,-2
258,-2
259,-1054
260,-1
261,-307
262,-717
263,-1
264,-2
265,-1
266,-1
267,-6
268,-3
269,-2
270,-2
271,-4
272,-2
273,-1
274,-3
275,-15
276,-15
277,-2
278,-1
279,-1
280,-33
281,-1
282,-10
283,-1
284,-2
285,-54
286,-8
287,-22
288,-1
289,-7
290,-29
291,-2
292,-1
293,-2
294,-3
295,-2
296,-1
297,-1
298,-7
299,-1
300,-1
301,-1
302,-11
303,-43
304,-1
305,-9
306,-4
307,-25
308,-3
309,-269
310,-1
311,-2
312,-19
313,-1
314,-60
315,-1
316,-1
317,-163
318,-1141
319,-16
320,-22
321,-171
322,-1
323,-11
324,-7
325,-27
326,-458
327,-1
328,-210
329,-10
330,-1
331,-24
332,-86
333,-9
334,-11
335,-2
336,-1
337,-1
338,-1
339,-73
340,-678
341,-2
342,-3
343,-67
344,-2
345,-2
346,-1
347,-1
348,-1
349,-30
350,-2
351,-2
352,-4
353,-5
354,-6
355,-1
356,-80
357,-14
358,-156
359,-12
360,-10
361,-16
362,-7
363,-1
364,-1
365,-1
366,-6
367,-4
368,-74
369,-7
370,-58
371,-60
372,-96
373,-2756
374,-1
375,-1199
376,-1
377,-2
378,-2
379,-3
380,-1
381,-3
382,-38
383,-11
384,-19
385,-2
386,-14
387,-1
388,-1
389,-4
390,-1
391,-1
392,-1
393,-2
394,-2
395,-1
396,-1
397,-11
398,-1
399,-7
400,-8
401,-11
402,-1
403,-32
404,-10
405,-2
406,-1
407,-111
408,-160
409,-17
410,-131
411,-697
412,-1
413,-6
414,-25
415,-11
416,-1
417,-6
418,-4
419,-3
420,-3
421,-1
422,-11
423,-9
424,-121
425,-29
426,-1
427,-3
428,-103
429,-2
430,-1
431,-15
432,-1
433,-7
434,-1
435,-3
436,-3
437,-37
438,-1
439,-1
440,-1
441,-3
442,-1
443,+1240
444,-32
445,-13
446,-9
447,-3
448,-4
449,-50
450,-1
451,-4
452,-949
453,-2
454,-1
455,-1
456,-59
457,-2
458,-1
459,-7
460,-1
461,-1183
462,-1
463,-11
464,-101
465,-6
466,-752
467,-111
468,-2
469,-3
470,-21
471,-2
472,-194
473,-2
474,-1
475,-1
476,-1
477,-1
478,-258
479,-97
480,-2
481,-61
482,-1
483,-1
484,-11
485,-3
486,-9
487,-1
488,-6
489,-14
490,-1
491,-2
492,-17
493,-3
494,-3
495,-1
496,-324
497,-40
498,-2
499,-4
500,-10
501,-1
502,-7
503,-6
504,-145
505,-1
506,-173
507,-874
508,-2
509,-5
510,-28
511,-4
512,-8
513,-2
514,-7
515,-3
516,-195
517,-14
518,-1
519,-1
520,-5
521,-1
522,-13
523,-4
524,-192
525,-27
526,-1
527,-2
528,-211
529,-1
530,-1
531,-1
532,-587
533,-6
534,-4
535,-20
536,-1
537,-16
538,-1
539,-5
540,-1
541,-7
542,-1
543,-2
544,-4
545,-9
546,-2
547,-98
548,-4
549,-4
550,-37
551,-1
552,-2
553,-1
554,+728
555,-2
556,-1
557,-7
558,-4
559,-6
560,-5
561,-1
562,-9
563,-71
564,-28
565,-1
566,-10
567,-6
568,-18
569,-6
570,-2
571,+789
572,-1
573,-3
574,-1
575,-4
576,-2
577,-52
578,-15
579,-3
580,-2
581,-3
582,-38
583,-2
584,-3
585,-1
586,-9
587,-3
588,-4
589,-21
590,-1
591,-11
592,-516
593,-25
594,-40
595,-21
596,-1
597,-16
598,-4
599,-1
600,-60
601,-6
602,-4
603,-34
604,-109
605,-5
606,-4
607,-8
608,-3
609,-134
610,-6
611,-1
612,-34
613,-2
614,-1
615,-7
616,-2
617,-4
618,-176
619,-18
620,-8
621,-1
622,-102
623,-2
624,-7
625,-2
626,-4
627,-6
628,-886
629,-9
630,-3
631,-1
632,-2
633,-5
634,-16
635,-1
636,-4
637,-1
638,-1
639,-5
640,-14
641,-20
642,-15
643,-25
644,-17
645,-1
646,-49
647,-3
648,-24
649,-1
650,-5
651,-4
652,-16
653,-4
654,-334
655,-18
656,-2
657,-7
658,-1
659,-2
660,-8
661,-10
662,-3
663,-16
664,-69
665,-43
666,-18
667,-2
668,-9
669,-3
670,-2
671,-4
672,-1
673,-15
674,-23
675,-1
676,-16
677,-10
678,-118
679,-1
680,-152
681,-8
682,-2
683,-3
684,-1
685,-13
686,-2
687,-5
688,-2
689,-1
690,-58
691,-9
692,-1
693,-4
694,-1
695,-1
696,-1163
697,-6
698,-3
699,-4
700,-2
701,-1
702,-2
703,-1
704,-1
705,-1568
706,-1
707,-20
708,-75
709,-1125
710,-4
711,-5
712,-107
713,-1
714,-510
715,-1
716,-3
717,-3
718,-1
719,-1
720,-1
721,-1
722,-12
723,-1
724,-2
725,-1
726,-4
727,-7
728,-1
729,-6
730,-5
731,-5
732,-8
733,-1
734,-1
735,-2
736,-9
737,-6
738,-2
739,-34
740,-9
741,-1
742,-1
743,-1
744,-86
745,-1
746,-1254
747,-6
748,-2
749,-1
750,-1
751,-242
752,-66
753,-2
754,-26
755,-14
756,-1650
757,-2
758,-4
759,-12
760,-6
761,-1
762,-3
763,-21
764,-6
765,-3
766,-50
767,-1
768,-1
769,-4
770,-1
771,-53
772,-1
773,-79
774,-59
775,-101
776,-8
777,-2
778,-2
779,-1
780,-20
781,-9
782,-2
783,-1
784,-1
785,-16
786,-1
787,-2
788,-9
789,-122
790,-7
791,-9
792,-35
793,-45
794,-6
795,-109
796,-13
797,-1
798,-151
799,-844
800,-3
801,-104
802,-1
803,-5
804,-826
805,-1
806,-19
807,+2479
808,-4
809,-2845
810,-1
811,-21
812,-4
813,-13
814,-121
815,-1
816,-7
817,-1
818,-8
819,-1
820,-786
821,-1
822,-36
823,-1
824,-9
825,-4
826,-3
827,-1
828,-10
829,-2
830,-1
831,-12
832,-1
